@relation 1475616381010
 
@attribute timestamp numeric 
@attribute amin numeric 
@attribute amax numeric 
@attribute amean numeric 
@attribute avar numeric 
@attribute fmin numeric 
@attribute fmax numeric 
@attribute fmean numeric 
@attribute fvar numeric 
@attribute level {yes,no} 
 
@data 
1.472152571228E12,-0.985122454345749,0.9553063250870008,-6.440890622467263E-4,0.05283416936158748,0.0,124.5880767306614,5.76578259505772,117.70512384233223,yes
1.472152575702E12,-0.9999847416765917,0.9999847412109304,-6.78225870180719E-4,0.05175676304148621,0.0,141.6650121923055,5.6361199476911805,116.15746083755603,yes
1.472152579924E12,-0.8580758380042742,0.9704127567682475,-2.8312315686169744E-4,0.03918186280685353,0.0,58.16280553863272,4.7937010858349804,76.30752171300924,yes
1.471984793301E12,-0.8053711763608136,0.8054932480703543,-8.827947176693007E-4,0.04040651913114512,0.0,292.9438920305921,2.4317538151094356,101.1477650081274,yes
1.472152571228E12,-0.985122454345749,0.9553063250870008,-6.440890622467263E-4,0.05283416936158748,0.0,124.5880767306614,5.76578259505772,117.70512384233223,yes
1.472152575702E12,-0.9999847416765917,0.9999847412109304,-6.78225870180719E-4,0.05175676304148621,0.0,141.6650121923055,5.6361199476911805,116.15746083755603,yes
1.472152579924E12,-0.8580758380042742,0.9704127567682475,-2.8312315686169744E-4,0.03918186280685353,0.0,58.16280553863272,4.7937010858349804,76.30752171300924,yes
1.472152617442E12,-0.6881208520792987,0.6987106128124104,-4.568859915259158E-4,0.013905486145689535,0.0,50.775601528172324,2.8915505873795895,28.08609386971391,yes
1.472152623383E12,-0.8300297557516162,0.8133974214146833,-5.847690006691818E-4,0.013545732420741051,0.0,51.843989670726515,2.89045969097769,26.221903046961014,yes
1.472152629073E12,-0.9117875950931513,0.8805065997319792,-4.365551108551544E-4,0.022036587847265362,0.0,83.43796821536303,3.861538117158424,53.33674187640156,yes
1.472152634383E12,-0.7718013281802653,0.7076829176897569,-5.579658649913439E-4,0.016244583443340507,0.0,58.07035785623098,3.3129017809894545,35.411864555570794,yes
1.47216134166E12,-0.8121461820845242,0.8084840163628031,-0.0012766401938081801,0.015844897460523366,0.0,173.86054258327084,2.955668113844297,51.32031546363861,yes
1.472161349845E12,-0.5847562377270107,0.5539024949790455,-0.0013971779649696921,0.009612958843328646,0.0,66.27856180267257,2.479429659411413,22.683783869148883,yes
1.472161354686E12,-0.8574654771282643,0.8587472345022239,-7.961918798356723E-4,0.013142878550844289,0.0,84.65742158044463,3.1775584915364603,35.947041806252436,yes
1.472161365166E12,-0.43027390000888793,0.4919813841078344,-0.0013310489580719053,0.008462168144634725,0.0,122.59559285076875,2.0067420592420593,21.13731130097518,yes
1.472163579631E12,-0.5600976583362081,0.5679407951272748,-9.401721331781436E-4,0.009061752005829739,0.0,97.93980603767834,2.290954172114296,23.03418285292773,?
1.472163584531E12,-0.6684977499155783,0.7308155948905347,-0.0012458911027695893,0.011603294020284441,0.0,112.0270272401256,2.5942300022101836,32.83536604896175,?
1.472163589979E12,-0.6859845890132639,0.5999237050301971,-0.0013413672042149724,0.011640774410659966,0.0,130.77531273954546,2.575619394921827,31.343737987469858,?
1.472163595757E12,-0.6511024649492942,0.6150301367114438,-8.898464432015679E-4,0.011620494837350209,0.0,99.88545517534519,2.6625353332062267,32.07148991739685,?
1.490812545761E12,-0.9999847416765917,0.9999847412109304,0.004418222050715551,0.027498007241499298,0.0,84.09731762238363,2.478219232381375,64.5597659962722,yes
1.490812547734E12,-0.5120012213066226,0.443030441851835,-7.38972171845416E-5,0.006457570892556044,0.0,208.1149649673846,1.6355445556058488,48.27531451472476,yes
1.490812556012E12,-0.4608529798969873,0.4171206226652118,-3.9474602779805056E-6,0.005766495961648706,0.0,361.88807199831837,1.8502487234551073,95.4633361732693,no
1.490812563628E12,-0.6046234842411352,0.5000076296273654,-5.6875169348529225E-5,0.015100076771042102,0.0,1628.3137386666217,6.7850164066430265,972.2603158025422,no
1.490813910965E12,-0.5785610748355096,0.6205844206831346,-3.0242217659484616E-5,0.013324203023977235,0.0,106.37537731322978,2.28909789054201,38.949755470500776,yes
1.490815025344E12,-0.7833066306930532,0.9999847412109304,-3.5184823184347714E-5,0.016120287837854626,0.0,96.59978321013652,3.0558697583754553,57.657585873378544,yes
1.490815027155E12,-0.9528038459610212,0.874616617278483,-7.383213994510899E-5,0.015853620629343465,0.0,77.25878827763043,3.103795189378293,50.86391280120182,yes
1.490815028764E12,-0.9999847416765917,0.9999847412109304,-1.3543185946675068E-4,0.0259066120803245,0.0,135.14300723600897,3.7528811746030737,90.28081442969429,yes
1.490819735171E12,-0.9289082176652309,0.9922026400418034,6.784340627390998E-4,0.06644675494771932,0.0,381.348140409569,7.543664854108136,282.5410192188251,yes
1.490819738324E12,-0.9051956976322437,0.9097428856928567,0.001702663034376481,0.06218389120087032,0.0,409.6268651371065,7.487014646665259,429.3972510526335,yes
1.490819741791E12,-0.9999847416765917,0.9999847412109304,-4.721060703751778E-5,0.06201871576106984,0.0,347.79117903272595,9.496593150725253,348.2250503337768,yes
1.490819745602E12,-0.9999847416765917,0.9999847412109304,-2.889054084658668E-4,0.06947662499810495,0.0,420.99510366533536,8.611214548219717,342.0824214483505,yes
1.490825994722E12,-0.9467612732885226,0.9517967500499435,-0.0013364352257774347,0.04120850524920292,0.0,111.9905233033235,7.9488340749859745,143.20601409720646,yes
1.490825998451E12,-0.9999847416765917,0.9999847412109304,-0.0015185566418399684,0.05359229771235045,0.0,130.3899358602487,9.489830917514581,187.38572857059643,yes
1.490825998833E12,-0.7924010077456017,0.8330815596660047,-0.0014468823319189292,0.013720405107568471,0.0,134.4163856974512,2.2305611046762306,38.60017642954622,no
1.490826003179E12,-0.9999847416765917,0.9999847412109304,-0.0011249145889075168,0.04674411544976411,0.0,146.22255941709608,8.82889637814159,177.63787018991883,yes
1.490826007641E12,-0.9999847416765917,0.95097276286733,-7.113322040604977E-4,0.051870538955587235,0.0,115.79364116453118,8.802292500256911,186.10240589424632,yes
1.49082600803E12,-0.8588082710554862,0.799053940828449,-0.0013679044684781136,0.020439509271568925,0.0,93.03722569973222,2.569180348379741,46.296225290523665,yes
1.1490812111654E13,-0.608651866022801,0.5933318075692895,-4.763244821787362E-5,0.010164657504518467,0.0,135.38100385544791,1.7247200280627688,38.78685474007646,yes
1.1490812117998E13,-0.7853513396276866,0.7099412529309937,-8.8774498851611E-5,0.015521655290359869,0.0,203.52422274944902,1.7302677694032613,55.79450242156446,yes
1.476285260925E12,-0.7086594955570341,0.6606546121931889,-9.49565172632857E-5,0.012936794862300774,0.0,131.86909266037546,2.0424931410696066,46.4823122838129,yes
