@relation 1475616381010
 
@attribute timestamp numeric 
@attribute amin numeric 
@attribute amax numeric 
@attribute amean numeric 
@attribute avar numeric 
@attribute fmin numeric 
@attribute fmax numeric 
@attribute fmean numeric 
@attribute fvar numeric 
@attribute level {yes,no} 
 
@data 
1.476285265214E12,-0.5146257730734655,0.5013199055107869,-4.7574996917246354E-5,0.005576060500981706,0.0,90.78050325801568,1.3204455439233278,24.051300379371167,yes
1.476285269483E12,-0.8084229807408634,0.9999847412109304,-2.833893228229516E-5,0.017304764767828267,0.0,194.09152936432827,1.902414963377826,69.68380727176176,yes
1.476285273451E12,-0.5562829028611458,0.6077973603307257,-1.8188365247109864E-4,0.010836131982157948,0.0,137.91036084880852,1.5610500895314752,42.51709053478404,yes
1.476285276647E12,-0.6482642868758478,0.6018768598334291,-8.876243257177684E-6,0.012276427737607391,0.0,164.97975705449076,1.7153804585815726,49.0174508249487,yes
1.476285279685E12,-0.6849469755240469,0.8344548716370271,-7.40999311284565E-5,0.009825405751747144,0.0,249.64104814769163,2.017151039302903,70.29968093393931,yes
1.476285283583E12,-0.6405127037505213,0.6851300833211886,-3.59750512535747E-5,0.014285376392394356,0.0,173.4937278048193,1.6700132792598423,58.40961895564999,yes
1.476285286911E12,-0.7145189599667299,0.7771419853796913,3.318601122882704E-5,0.0154106673863944,0.0,172.8272372336898,1.6388896719247383,55.30439025637691,yes
1.475616377518E12,-0.47873655356407935,0.4154421302561844,-3.872092749710748E-6,0.00817188957779141,0.0,146.30651268457524,1.1786306320336675,25.631182666679084,yes
1.490915146776E12,-0.9999847416765917,0.9999847412109304,0.0011712976186224271,0.14140862136910268,0.0,737.096231074845,26.096891226403297,2243.9755260502347,no
1.490915149361E12,-0.7909971777307788,0.790966659221317,-0.001346767166187592,0.03455545945277307,0.0,818.1905159750041,3.8366520654537877,535.9791525332997,no
1.490915159149E12,-0.9999847416765917,0.9985198751085065,0.005433298719074269,0.1896684953664942,0.0,593.9627790202287,26.44139661509186,2613.5897954575316,no
1.490915161345E12,-0.7923094536142002,0.7957885101417957,0.0020995428996130106,0.049475350283647655,0.0,946.7919100334324,8.075794513813996,1373.0140985924863,no
